payment_id,order_id,customer_id,payment_amount,payment_status,payment_date,payment_method
pay_080aadfb-e7c9-4b26-9141-25c63a9bedd4,ORD00082,CUST0036,21151.89,captured,2026-04-19 04:13:44,wallet
pay_839fbc50-1223-4513-9496-f63cdc1110c1,ORD00083,CUST0119,12565.34,captured,2026-01-30 06:38:17,wallet
pay_7c441fe7-ab42-40a7-874a-493b3ceddf2d,ORD00084,CUST0114,40420.31,captured,2026-08-02 17:24:13,netbanking
pay_b92da22b-21df-406f-8a0b-3c3336d8393a,ORD00085,CUST0026,2624.36,captured,2026-07-29 22:38:41,netbanking
pay_93829b43-922f-415a-a1e3-db63ef7ddc76,ORD00086,CUST0215,836.42,captured,2026-02-06 05:16:19,card
pay_7914c120-c8dc-419f-be35-11287900f7f9,ORD00087,CUST0238,37702.92,captured,2026-04-02 19:12:59,netbanking
pay_1825bc54-30be-445f-a835-14f2ceb81f9d,ORD00088,CUST0043,20380.06,captured,2026-07-06 22:35:08,card
pay_5ab33edf-6e59-4ed3-a8b3-17fa18d0752b,ORD00089,CUST0055,43246.05,captured,2026-01-23 18:31:17,netbanking
pay_dd2467ac-778e-4db3-a93d-ffbc6c6fa611,ORD00090,CUST0043,19010.76,captured,2026-06-01 14:59:40,wallet
pay_a748dbcf-ac61-4e63-8dde-29a6baa4b71a,ORD00091,CUST0068,46333.25,captured,2026-06-26 16:59:07,wallet
pay_0f844fef-1931-49ee-a56c-0941fbf24050,ORD00092,CUST0074,21208.07,captured,2026-08-04 20:08:10,card
pay_ccf3a171-56dc-4907-ba6c-34ab6712303a,ORD00093,CUST0170,35948.57,captured,2026-03-02 02:48:39,card
pay_310c0c00-3fa7-4104-9bf9-0e27dc96925e,ORD00094,CUST0049,14905.72,captured,2026-01-23 17:06:13,netbanking
pay_23e2fcb4-72d8-467d-894a-05e430b187ef,ORD00095,CUST0149,36813.29,captured,2026-01-24 16:09:56,netbanking
pay_766ecb15-474e-4c19-aef9-12766c006f61,ORD00096,CUST0192,15748.88,captured,2026-01-20 11:21:37,card
pay_134c6c92-ec5b-427c-9fde-4fbf3ff350bf,ORD00097,CUST0150,23891.75,captured,2026-07-26 06:27:15,card
pay_db20a56e-dc81-4fe7-8eda-8bbb71710434,ORD00098,CUST0041,2938.29,captured,2026-07-17 05:18:16,wallet
pay_a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,ORD00099,CUST0021,42581.99,captured,2026-01-27 14:39:54,wallet
pay_03c72ba8-d605-4770-8a63-f881ffd0f9d5,ORD00100,CUST0153,3491.25,captured,2026-04-02 08:15:33,card
pay_c0e9ab30-ed26-42e9-97e0-11b7f8102383,ORD00101,CUST0104,6082.34,captured,2026-08-10 05:45:34,wallet
pay_680ac07a-2a93-4d62-bc83-5dc0d9441fa5,ORD00102,CUST0064,28988.06,captured,2026-01-16 10:25:08,upi
pay_dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,ORD00103,CUST0159,4190.97,captured,2026-08-15 16:13:12,netbanking
pay_2a25a888-0f02-4ad0-a706-7ef466aa9385,ORD00104,CUST0145,26186.86,captured,2026-04-12 06:30:44,wallet
pay_63f2ae24-fc3d-4348-808d-4127610461e3,ORD00105,CUST0053,33519.33,captured,2026-05-03 00:24:21,upi
pay_c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,ORD00106,CUST0062,13354.16,captured,2026-02-20 19:52:26,card
pay_b253d218-6c4a-47ea-8906-17f2747b6dba,ORD00107,CUST0172,32310.49,captured,2026-06-27 13:38:30,wallet
pay_c88a618e-fed4-457d-bb02-6576f512c4c3,ORD00108,CUST0081,46458.01,captured,2026-01-29 04:09:03,card
pay_7c967f79-b7e9-4aca-a970-65e18e46d534,ORD00109,CUST0003,22968.45,captured,2026-08-07 15:28:51,netbanking
pay_37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,ORD00110,CUST0026,3755.71,captured,2026-03-24 18:44:31,card
pay_bc594585-9445-48c0-8ef8-c2d6f7fd5646,ORD00111,CUST0130,13333.5,captured,2026-05-16 12:59:53,upi
pay_504867ba-bf7b-439b-8f9a-ea4b8acd4e10,ORD00112,CUST0226,3532.69,captured,2026-04-05 20:53:44,card
pay_7a0ecfea-958c-49ba-8cd6-20c20ea2622b,ORD00113,CUST0095,14320.87,captured,2026-06-20 04:10:34,upi
pay_87f7e1fb-da4b-49ca-ab5c-f46780bacd64,ORD00114,CUST0214,27206.58,captured,2026-04-28 11:39:50,wallet
pay_82010c62-f5f5-4b22-8e8f-a8e0284d82e5,ORD00115,CUST0157,49194.28,captured,2026-07-25 10:05:04,wallet
pay_118a9d29-2f92-4996-99f1-95d014822f53,ORD00116,CUST0003,33426.37,captured,2026-08-04 09:16:04,upi
pay_dca02eec-acda-4acc-9165-e21098543881,ORD00117,CUST0077,46594.63,captured,2026-02-10 05:29:46,netbanking
pay_f10c718b-1eb0-438a-a75d-d5af3c365296,ORD00118,CUST0241,43918.54,captured,2026-04-13 17:00:03,netbanking
pay_94340a03-3f07-4814-91d6-3f78e3e9de99,ORD00119,CUST0030,44496.66,captured,2026-08-03 20:25:05,netbanking
pay_14fcdd54-9e8f-4965-8a2c-827e98326856,ORD00120,CUST0040,13690.18,captured,2026-08-23 21:25:21,wallet
pay_90b2b633-956b-4c0c-a849-9b926b5252e3,ORD00121,CUST0054,35908.85,captured,2026-03-21 01:39:52,wallet
pay_42c18a62-ef48-48d5-90fd-9d3f85d51695,ORD00122,CUST0176,31748.47,captured,2026-04-13 12:30:29,netbanking
pay_506e5a9a-b758-488d-ab73-295b344a54b8,ORD00123,CUST0130,24477.74,captured,2026-01-20 17:28:48,card
pay_21813d25-6552-48a6-83ff-50113d1a85dd,ORD00124,CUST0024,31750.79,captured,2026-04-18 10:50:47,netbanking
pay_750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,ORD00125,CUST0012,276.93,captured,2026-02-20 19:19:39,card
pay_ef8c485b-c07a-40f2-add4-253b50f0fd0a,ORD00126,CUST0164,48991.92,captured,2026-03-04 18:03:11,netbanking
pay_9f044aed-7552-4327-8262-7f7312922f83,ORD00127,CUST0190,22147.59,captured,2026-06-16 02:19:51,card
pay_19985f15-ff00-4d4d-9020-59e4ff9ab5c2,ORD00128,CUST0144,582.52,captured,2026-01-30 05:19:24,wallet
pay_8181a8cc-3691-47eb-89a2-688b12c136e0,ORD00129,CUST0242,44167.01,captured,2026-02-27 21:17:11,netbanking
pay_5958a499-eeea-463e-a1e8-ac6843e42caf,ORD00130,CUST0140,1897.8,captured,2026-05-24 09:20:32,netbanking
pay_3e896c64-e117-4ac3-919c-4ea3e1805081,ORD00131,CUST0150,27671.0,captured,2026-06-16 21:54:09,upi
pay_702cdd20-2862-48b8-88f4-ef125e9953d2,ORD00132,CUST0033,2187.26,captured,2026-05-22 14:47:54,netbanking
pay_4d71c366-b41b-4143-8b10-550cd5704f32,ORD00133,CUST0231,46661.09,captured,2026-01-16 11:50:49,card
pay_ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,ORD00134,CUST0231,17954.68,captured,2026-04-07 21:47:08,upi
pay_aaf91531-0200-41f0-8768-a84fa76afde6,ORD00135,CUST0171,5229.4,captured,2026-08-06 10:29:33,netbanking
pay_ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,ORD00136,CUST0227,43748.16,captured,2026-08-30 00:59:04,netbanking
pay_e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,ORD00137,CUST0192,7812.21,captured,2026-04-02 22:33:06,wallet
pay_e3c43657-1d8c-4bac-83b4-09ef2260e70f,ORD00138,CUST0222,8208.84,captured,2026-03-10 18:14:51,upi
pay_27cb6f2a-8da0-4097-be0f-051b1b66b5a9,ORD00139,CUST0226,20673.49,captured,2026-03-11 15:45:45,card
pay_35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,ORD00140,CUST0189,46231.92,captured,2026-06-09 21:26:41,netbanking
pay_afffcfd2-341e-440b-97c7-00aab7b56ea7,ORD00141,CUST0206,33528.37,captured,2026-04-07 09:05:10,wallet
pay_81627cf1-4394-42e6-9a58-7e8aa25d6b29,ORD00142,CUST0069,8043.97,captured,2026-02-11 23:31:27,netbanking
pay_e87d1c78-e7c4-41c7-8049-7b717d106c60,ORD00143,CUST0098,43621.12,captured,2026-07-02 19:08:56,upi
pay_a2607723-17a0-4f49-8d01-280fd89a40c0,ORD00144,CUST0057,10058.68,captured,2026-06-28 18:20:13,card
pay_0b49452d-46d4-43f3-9450-281c6c6f7633,ORD00145,CUST0090,15329.02,captured,2026-03-30 09:20:37,wallet
pay_217d65a0-c568-41cd-9563-f61600e85ece,ORD00146,CUST0058,1280.86,captured,2026-03-17 00:06:00,netbanking
pay_295d6fbf-430f-401d-bad4-09e2a319dcb4,ORD00147,CUST0103,16480.27,captured,2026-01-27 23:02:53,card
pay_b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,ORD00148,CUST0248,38689.0,captured,2026-05-17 08:55:08,netbanking
pay_1ca3c448-0279-46a6-8f97-97b06d7ce3c9,ORD00149,CUST0165,25519.34,captured,2026-07-28 05:53:34,netbanking
pay_b0e6a969-e213-42b0-b1ee-dba313432e61,ORD00150,CUST0085,46967.93,captured,2026-02-14 19:03:46,upi
pay_093923de-8bab-4e3b-a628-6bfbe767dcea,ORD00151,CUST0225,48522.99,captured,2026-03-11 08:22:21,upi
pay_8d7248e2-951f-48d0-9e84-f058d5a804eb,ORD00152,CUST0149,48130.46,captured,2026-04-14 02:19:33,netbanking
pay_0ab54bde-20a0-4502-ae06-809725e97977,ORD00153,CUST0010,5509.29,captured,2026-06-18 18:25:40,wallet
pay_eededb07-e623-4689-9d59-cd2a4eea04e7,ORD00154,CUST0089,36454.4,captured,2026-05-02 19:41:04,upi
pay_0a368ce7-dc57-4131-b8e1-daa7cbceabde,ORD00155,CUST0112,30349.82,captured,2026-07-18 14:48:30,upi
pay_ae9bec36-35c7-436c-9b99-62c6e61fecc0,ORD00156,CUST0030,19321.25,captured,2026-08-12 22:11:24,upi
pay_5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,ORD00157,CUST0049,12810.65,captured,2026-06-19 08:21:02,upi
pay_dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,ORD00158,CUST0001,26044.03,captured,2026-07-29 02:44:10,card
pay_bfddc3d9-9ee3-4c2a-b94d-62046808593f,ORD00159,CUST0176,35999.56,captured,2026-03-18 12:30:01,netbanking
pay_3c9ad14c-ee0c-4eb5-acfe-db992790cebd,ORD00160,CUST0094,21621.74,captured,2026-05-09 05:41:14,card
pay_ccc56569-f9e8-4369-a999-b735dd56cc94,ORD00161,CUST0160,15764.39,captured,2026-02-18 09:35:31,card
pay_698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,ORD00162,CUST0185,45012.34,captured,2026-07-16 22:43:27,netbanking
pay_ecab3301-bc8f-4d29-adea-94930658663a,ORD00163,CUST0080,33377.96,captured,2026-05-07 16:14:42,upi
pay_696608aa-ee49-4329-884a-7b28550a1b46,ORD00164,CUST0104,34890.7,captured,2026-08-04 07:29:55,wallet
pay_bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,ORD00165,CUST0033,9672.82,captured,2026-05-28 05:53:24,upi
pay_28c13091-444d-410b-bf87-e362cf8d446a,ORD00166,CUST0174,37431.91,captured,2026-03-09 14:03:08,upi
pay_61ee411a-1bac-47a7-b386-f7a4c991603f,ORD00167,CUST0158,28498.35,captured,2026-06-07 16:53:41,upi
pay_787f2425-dbcc-4477-89e9-db0adf465290,ORD00168,CUST0141,41702.89,captured,2026-04-29 00:19:11,upi
pay_eb1fa9f2-d10b-41d0-b317-347038f16a81,ORD00169,CUST0074,10588.12,captured,2026-08-14 05:50:59,wallet
pay_d20eac17-4e20-4d1a-9983-36e375d66ed4,ORD00170,CUST0156,32769.81,captured,2026-06-30 14:00:14,card
pay_39118497-3a43-42ba-9f0f-06cbcb9bc326,ORD00171,CUST0114,22163.77,captured,2026-03-24 23:50:29,wallet
pay_6601ddd0-3170-4437-a8f7-ef5a060edf5b,ORD00172,CUST0131,23711.99,captured,2026-03-07 21:38:18,netbanking
pay_11c58ef0-dd46-4c09-8752-87aa5408f9ac,ORD00173,CUST0169,4331.3,captured,2026-07-20 04:21:39,upi
pay_59e4b671-4774-4c58-85f8-bc16f7860b50,ORD00174,CUST0170,31683.75,captured,2026-05-11 04:10:51,wallet
pay_adf4e62d-6651-429e-8268-690ba43825b5,ORD00175,CUST0024,40939.33,captured,2026-04-02 05:08:02,netbanking
pay_54c63cd8-8945-4f27-97fa-2d8dfb2ca025,ORD00176,CUST0173,15589.93,captured,2026-03-19 08:01:31,wallet
pay_e08596db-1d87-4966-8710-d430f071d879,ORD00177,CUST0038,1318.83,captured,2026-04-06 02:05:52,upi
pay_94a1875d-2db6-4edb-82de-ffccf86c2ca2,ORD00178,CUST0122,30602.57,captured,2026-01-29 06:48:29,upi
pay_09cb3942-43f5-4a85-bbc9-f87af668a617,ORD00179,CUST0117,20780.61,captured,2026-08-12 13:38:30,netbanking
pay_587ef344-6f3f-420c-98b8-e4cc1bc044fc,ORD00180,CUST0050,35945.46,captured,2026-05-30 02:56:19,wallet
pay_6fb78271-504d-481f-8953-5b63ba81edd9,ORD00181,CUST0127,20042.68,captured,2026-02-27 07:27:52,upi
pay_1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,ORD00182,CUST0168,34412.36,captured,2026-02-11 09:27:56,netbanking
pay_30a900ad-939b-462d-a645-f129629c2ae3,ORD00183,CUST0200,21314.8,captured,2026-03-10 07:22:57,wallet
pay_6fa17735-b572-43d0-8b5c-ea6a41357e8c,ORD00184,CUST0206,47902.51,captured,2026-07-21 03:42:58,wallet
pay_ce777f00-ecf2-4e76-8519-7ff4006ed6e3,ORD00185,CUST0119,2605.9,captured,2026-04-07 18:41:46,netbanking
pay_f0b5156b-b82c-4074-afd5-dea589d7fd6c,ORD00186,CUST0235,42431.98,captured,2026-06-27 06:31:57,wallet
pay_3270e4fa-abae-4f43-bcae-8081bdf070aa,ORD00187,CUST0035,40090.69,captured,2026-07-26 06:30:28,wallet
pay_f2e9702d-11e9-4daa-ae69-81a35d3d9e56,ORD00188,CUST0144,29813.07,captured,2026-06-21 21:04:59,upi
pay_9f871ce7-5487-4d4f-abb7-a385aa0b7b14,ORD00189,CUST0157,40768.82,captured,2026-07-16 00:52:24,upi
pay_1fe771d6-d917-4793-a9d3-c2e6505cc686,ORD00190,CUST0110,41545.4,captured,2026-08-01 18:32:12,upi
pay_81d2c7de-4ce1-4b90-a669-7833b841d0a0,ORD00191,CUST0115,44870.68,captured,2026-07-04 08:17:11,netbanking
pay_5380b904-688c-4015-aab9-7e494f2d4796,ORD00192,CUST0116,13033.66,captured,2026-04-07 00:26:28,card
pay_8dedf9fb-4bb0-4f20-b27c-40266703b636,ORD00193,CUST0216,31919.31,captured,2026-07-22 10:51:59,wallet
pay_aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,ORD00194,CUST0125,31374.75,captured,2026-04-17 15:26:01,netbanking
pay_bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,ORD00195,CUST0113,3966.42,captured,2026-04-21 23:10:45,card
pay_91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,ORD00196,CUST0061,13658.58,captured,2026-05-05 03:54:32,card
pay_d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,ORD00197,CUST0229,27053.6,captured,2026-02-23 17:44:23,netbanking
pay_35ce8841-4973-4d6c-8dca-bfb7001a9a8b,ORD00198,CUST0039,11639.95,captured,2026-03-01 08:14:53,card
pay_9b4e2c24-9479-41e6-8927-7d9b6e0d2648,ORD00199,CUST0181,10776.25,captured,2026-06-11 02:50:56,upi
pay_7118e364-7709-4749-927e-ecfaa79ac9aa,ORD00200,CUST0105,16610.98,captured,2026-06-30 22:43:45,netbanking
pay_82dc4c8e-36b5-429a-acf5-e81e71316269,ORD00201,CUST0107,3207.06,captured,2026-06-13 04:01:17,wallet
pay_f5b78cc7-e6b3-4944-8b32-3e357922bac2,ORD00202,CUST0100,45251.44,captured,2026-08-15 20:00:52,upi
pay_a8aa7158-2b70-4525-bc67-f831cbc84759,ORD00203,CUST0243,34806.6,captured,2026-08-12 13:49:22,wallet
pay_a9f25336-83f4-49a9-88a6-39d015b52908,ORD00204,CUST0098,23901.29,captured,2026-05-17 14:37:46,card
pay_17e8392a-55ce-45db-9e87-e04ca2086977,ORD00205,CUST0077,37698.41,captured,2026-06-12 17:33:41,upi
pay_3c20592f-c04a-46c4-b3b6-3fe1d1843324,ORD00206,CUST0138,37401.03,captured,2026-08-01 02:19:19,wallet
pay_ce7ae7f6-3982-4cff-8f77-a665ac3c5640,ORD00207,CUST0205,30202.3,captured,2026-03-27 15:34:10,netbanking
pay_0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,ORD00208,CUST0125,11049.14,captured,2026-06-19 06:17:08,card
