order_id,invoice_id,customer_id,order_amount,order_date,currency,order_status
ORD00091,INV00091,CUST0068,46333.25,2026-06-26 16:59:07,INR,paid
ORD00092,INV00092,CUST0074,21208.07,2026-08-04 20:08:10,INR,paid
ORD00093,INV00093,CUST0170,35948.57,2026-03-02 02:48:39,INR,paid
ORD00094,INV00094,CUST0049,14905.72,2026-01-23 17:06:13,INR,paid
ORD00095,INV00095,CUST0149,36813.29,2026-01-24 16:09:56,INR,paid
ORD00096,INV00096,CUST0192,15748.88,2026-01-20 11:21:37,INR,paid
ORD00097,INV00097,CUST0150,23891.75,2026-07-26 06:27:15,INR,paid
ORD00098,INV00098,CUST0041,2938.29,2026-07-17 05:18:16,INR,paid
ORD00099,INV00099,CUST0021,42581.99,2026-01-27 14:39:54,INR,paid
ORD00100,INV00100,CUST0153,3491.25,2026-04-02 08:15:33,INR,paid
ORD00101,INV00101,CUST0104,6082.34,2026-08-10 05:45:34,INR,paid
ORD00102,INV00102,CUST0064,28988.06,2026-01-16 10:25:08,INR,paid
ORD00103,INV00103,CUST0159,4190.97,2026-08-15 16:13:12,INR,paid
ORD00104,INV00104,CUST0145,26186.86,2026-04-12 06:30:44,INR,paid
ORD00105,INV00105,CUST0053,33519.33,2026-05-03 00:24:21,INR,paid
ORD00106,INV00106,CUST0062,13354.16,2026-02-20 19:52:26,INR,paid
ORD00107,INV00107,CUST0172,32310.49,2026-06-27 13:38:30,INR,paid
ORD00108,INV00108,CUST0081,46458.01,2026-01-29 04:09:03,INR,paid
ORD00109,INV00109,CUST0003,22968.45,2026-08-07 15:28:51,INR,paid
ORD00110,INV00110,CUST0026,3755.71,2026-03-24 18:44:31,INR,paid
ORD00111,INV00111,CUST0130,13333.5,2026-05-16 12:59:53,INR,paid
ORD00112,INV00112,CUST0226,3532.69,2026-04-05 20:53:44,INR,paid
ORD00113,INV00113,CUST0095,14320.87,2026-06-20 04:10:34,INR,paid
ORD00114,INV00114,CUST0214,27206.58,2026-04-28 11:39:50,INR,paid
ORD00115,INV00115,CUST0157,49194.28,2026-07-25 10:05:04,INR,paid
ORD00116,INV00116,CUST0003,33426.37,2026-08-04 09:16:04,INR,paid
ORD00117,INV00117,CUST0077,46594.63,2026-02-10 05:29:46,INR,paid
ORD00118,INV00118,CUST0241,43918.54,2026-04-13 17:00:03,INR,paid
ORD00119,INV00119,CUST0030,44496.66,2026-08-03 20:25:05,INR,paid
ORD00120,INV00120,CUST0040,13690.18,2026-08-23 21:25:21,INR,paid
ORD00121,INV00121,CUST0054,35908.85,2026-03-21 01:39:52,INR,paid
ORD00122,INV00122,CUST0176,31748.47,2026-04-13 12:30:29,INR,paid
ORD00123,INV00123,CUST0130,24477.74,2026-01-20 17:28:48,INR,paid
ORD00124,INV00124,CUST0024,31750.79,2026-04-18 10:50:47,INR,paid
ORD00125,INV00125,CUST0012,276.93,2026-02-20 19:19:39,INR,paid
ORD00126,INV00126,CUST0164,48991.92,2026-03-04 18:03:11,INR,paid
ORD00127,INV00127,CUST0190,22147.59,2026-06-16 02:19:51,INR,paid
ORD00128,INV00128,CUST0144,582.52,2026-01-30 05:19:24,INR,paid
ORD00129,INV00129,CUST0242,44167.01,2026-02-27 21:17:11,INR,paid
ORD00130,INV00130,CUST0140,1897.8,2026-05-24 09:20:32,INR,paid
ORD00131,INV00131,CUST0150,27671.0,2026-06-16 21:54:09,INR,paid
ORD00132,INV00132,CUST0033,2187.26,2026-05-22 14:47:54,INR,paid
ORD00133,INV00133,CUST0231,46661.09,2026-01-16 11:50:49,INR,paid
ORD00134,INV00134,CUST0231,17954.68,2026-04-07 21:47:08,INR,paid
ORD00135,INV00135,CUST0171,5229.4,2026-08-06 10:29:33,INR,paid
ORD00136,INV00136,CUST0227,43748.16,2026-08-30 00:59:04,INR,paid
ORD00137,INV00137,CUST0192,7812.21,2026-04-02 22:33:06,INR,paid
ORD00138,INV00138,CUST0222,8208.84,2026-03-10 18:14:51,INR,paid
ORD00139,INV00139,CUST0226,20673.49,2026-03-11 15:45:45,INR,paid
ORD00140,INV00140,CUST0189,46231.92,2026-06-09 21:26:41,INR,paid
ORD00141,INV00141,CUST0206,33528.37,2026-04-07 09:05:10,INR,paid
ORD00142,INV00142,CUST0069,8043.97,2026-02-11 23:31:27,INR,paid
ORD00143,INV00143,CUST0098,43621.12,2026-07-02 19:08:56,INR,paid
ORD00144,INV00144,CUST0057,10058.68,2026-06-28 18:20:13,INR,paid
ORD00145,INV00145,CUST0090,15329.02,2026-03-30 09:20:37,INR,paid
ORD00146,INV00146,CUST0058,1280.86,2026-03-17 00:06:00,INR,paid
ORD00147,INV00147,CUST0103,16480.27,2026-01-27 23:02:53,INR,paid
ORD00148,INV00148,CUST0248,38689.0,2026-05-17 08:55:08,INR,paid
ORD00149,INV00149,CUST0165,25519.34,2026-07-28 05:53:34,INR,paid
ORD00150,INV00150,CUST0085,46967.93,2026-02-14 19:03:46,INR,paid
ORD00151,INV00151,CUST0225,48522.99,2026-03-11 08:22:21,INR,paid
ORD00152,INV00152,CUST0149,48130.46,2026-04-14 02:19:33,INR,paid
ORD00153,INV00153,CUST0010,5509.29,2026-06-18 18:25:40,INR,paid
ORD00154,INV00154,CUST0089,36454.4,2026-05-02 19:41:04,INR,paid
ORD00155,INV00155,CUST0112,30349.82,2026-07-18 14:48:30,INR,paid
ORD00156,INV00156,CUST0030,19321.25,2026-08-12 22:11:24,INR,paid
ORD00157,INV00157,CUST0049,12810.65,2026-06-19 08:21:02,INR,paid
ORD00158,INV00158,CUST0001,26044.03,2026-07-29 02:44:10,INR,paid
ORD00159,INV00159,CUST0176,35999.56,2026-03-18 12:30:01,INR,paid
ORD00160,INV00160,CUST0094,21621.74,2026-05-09 05:41:14,INR,paid
ORD00161,INV00161,CUST0160,15764.39,2026-02-18 09:35:31,INR,paid
ORD00162,INV00162,CUST0185,45012.34,2026-07-16 22:43:27,INR,paid
ORD00163,INV00163,CUST0080,33377.96,2026-05-07 16:14:42,INR,paid
ORD00164,INV00164,CUST0104,34890.7,2026-08-04 07:29:55,INR,paid
ORD00165,INV00165,CUST0033,9672.82,2026-05-28 05:53:24,INR,paid
ORD00166,INV00166,CUST0174,37431.91,2026-03-09 14:03:08,INR,paid
ORD00167,INV00167,CUST0158,28498.35,2026-06-07 16:53:41,INR,paid
ORD00168,INV00168,CUST0141,41702.89,2026-04-29 00:19:11,INR,paid
ORD00169,INV00169,CUST0074,10588.12,2026-08-14 05:50:59,INR,paid
ORD00170,INV00170,CUST0156,32769.81,2026-06-30 14:00:14,INR,paid
ORD00171,INV00171,CUST0114,22163.77,2026-03-24 23:50:29,INR,paid
ORD00172,INV00172,CUST0131,23711.99,2026-03-07 21:38:18,INR,paid
ORD00173,INV00173,CUST0169,4331.3,2026-07-20 04:21:39,INR,paid
ORD00174,INV00174,CUST0170,31683.75,2026-05-11 04:10:51,INR,paid
ORD00175,INV00175,CUST0024,40939.33,2026-04-02 05:08:02,INR,paid
ORD00176,INV00176,CUST0173,15589.93,2026-03-19 08:01:31,INR,paid
ORD00177,INV00177,CUST0038,1318.83,2026-04-06 02:05:52,INR,paid
ORD00178,INV00178,CUST0122,30602.57,2026-01-29 06:48:29,INR,paid
ORD00179,INV00179,CUST0117,20780.61,2026-08-12 13:38:30,INR,paid
ORD00180,INV00180,CUST0050,35945.46,2026-05-30 02:56:19,INR,paid
ORD00181,INV00181,CUST0127,20042.68,2026-02-27 07:27:52,INR,paid
ORD00182,INV00182,CUST0168,34412.36,2026-02-11 09:27:56,INR,paid
ORD00183,INV00183,CUST0200,21314.8,2026-03-10 07:22:57,INR,paid
ORD00184,INV00184,CUST0206,47902.51,2026-07-21 03:42:58,INR,paid
ORD00185,INV00185,CUST0119,2605.9,2026-04-07 18:41:46,INR,paid
ORD00186,INV00186,CUST0235,42431.98,2026-06-27 06:31:57,INR,paid
ORD00187,INV00187,CUST0035,40090.69,2026-07-26 06:30:28,INR,paid
ORD00188,INV00188,CUST0144,29813.07,2026-06-21 21:04:59,INR,paid
ORD00189,INV00189,CUST0157,40768.82,2026-07-16 00:52:24,INR,paid
ORD00190,INV00190,CUST0110,41545.4,2026-08-01 18:32:12,INR,paid
ORD00191,INV00191,CUST0115,44870.68,2026-07-04 08:17:11,INR,paid
ORD00192,INV00192,CUST0116,13033.66,2026-04-07 00:26:28,INR,paid
ORD00193,INV00193,CUST0216,31919.31,2026-07-22 10:51:59,INR,paid
ORD00194,INV00194,CUST0125,31374.75,2026-04-17 15:26:01,INR,paid
ORD00195,INV00195,CUST0113,3966.42,2026-04-21 23:10:45,INR,paid
ORD00196,INV00196,CUST0061,13658.58,2026-05-05 03:54:32,INR,paid
ORD00197,INV00197,CUST0229,27053.6,2026-02-23 17:44:23,INR,paid
ORD00198,INV00198,CUST0039,11639.95,2026-03-01 08:14:53,INR,paid
ORD00199,INV00199,CUST0181,10776.25,2026-06-11 02:50:56,INR,paid
ORD00200,INV00200,CUST0105,16610.98,2026-06-30 22:43:45,INR,paid
ORD00201,INV00201,CUST0107,3207.06,2026-06-13 04:01:17,INR,paid
ORD00202,INV00202,CUST0100,45251.44,2026-08-15 20:00:52,INR,paid
ORD00203,INV00203,CUST0243,34806.6,2026-08-12 13:49:22,INR,paid
ORD00204,INV00204,CUST0098,23901.29,2026-05-17 14:37:46,INR,paid
ORD00205,INV00205,CUST0077,37698.41,2026-06-12 17:33:41,INR,paid
ORD00206,INV00206,CUST0138,37401.03,2026-08-01 02:19:19,INR,paid
ORD00207,INV00207,CUST0205,30202.3,2026-03-27 15:34:10,INR,paid
ORD00208,INV00208,CUST0125,11049.14,2026-06-19 06:17:08,INR,paid
ORD00209,INV00209,CUST0125,1548.34,2026-05-11 12:57:15,INR,paid
ORD00210,INV00210,CUST0172,33989.18,2026-06-07 00:30:16,INR,paid
ORD00211,INV00211,CUST0186,8335.73,2026-07-01 12:23:30,INR,paid
ORD00212,INV00212,CUST0236,6468.63,2026-08-30 15:51:18,INR,paid
ORD00213,INV00213,CUST0137,1445.63,2026-06-03 00:32:05,INR,paid
ORD00214,INV00214,CUST0152,28263.16,2026-01-11 12:36:33,INR,paid
ORD00215,INV00215,CUST0022,32173.21,2026-02-22 16:48:39,INR,paid
ORD00216,INV00216,CUST0222,23138.75,2026-01-20 12:41:12,INR,paid
ORD00217,INV00217,CUST0067,19017.28,2026-03-24 04:49:00,INR,paid
ORD00218,INV00218,CUST0117,16409.61,2026-05-28 05:42:44,INR,paid
ORD00219,INV00219,CUST0072,37625.29,2026-06-13 17:16:08,INR,paid
ORD00220,INV00220,CUST0065,41762.05,2026-07-02 15:34:38,INR,paid
ORD00221,INV00221,CUST0005,37476.31,2026-01-21 05:28:22,INR,paid
ORD00222,INV00222,CUST0244,17563.02,2026-01-27 15:34:10,INR,paid
ORD00223,INV00223,CUST0200,47868.55,2026-01-16 15:13:58,INR,paid
ORD00224,INV00224,CUST0194,1648.4,2026-04-07 00:50:50,INR,paid
ORD00225,INV00225,CUST0052,41977.52,2026-08-30 07:16:05,INR,paid
ORD00226,INV00226,CUST0040,12003.39,2026-07-03 21:54:32,INR,paid
ORD00227,INV00227,CUST0172,5808.03,2026-03-26 15:34:36,INR,paid
ORD00228,INV00228,CUST0120,35003.3,2026-05-24 06:21:08,INR,paid
ORD00229,INV00229,CUST0043,30334.05,2026-02-14 11:31:25,INR,paid
ORD00230,INV00230,CUST0200,40983.13,2026-05-01 19:05:34,INR,paid
ORD00231,INV00231,CUST0028,28976.37,2026-05-02 03:39:08,INR,paid
ORD00232,INV00232,CUST0148,33899.63,2026-05-26 18:06:51,INR,paid
ORD00233,INV00233,CUST0102,47079.38,2026-03-19 00:34:03,INR,paid
ORD00234,INV00234,CUST0020,29645.68,2026-04-05 07:31:13,INR,paid
ORD00235,INV00235,CUST0027,34889.93,2026-04-28 02:57:15,INR,paid
ORD00236,INV00236,CUST0218,34244.53,2026-02-17 00:18:53,INR,paid
ORD00237,INV00237,CUST0204,49193.83,2026-01-16 22:47:31,INR,paid
ORD00238,INV00238,CUST0089,26683.99,2026-05-24 21:58:15,INR,paid
ORD00239,INV00239,CUST0018,25347.44,2026-05-13 12:30:18,INR,paid
ORD00240,INV00240,CUST0004,42493.82,2026-07-10 09:00:39,INR,paid
ORD00241,INV00241,CUST0028,21732.82,2026-05-21 15:50:13,INR,paid
ORD00242,INV00242,CUST0163,44589.59,2026-06-28 13:04:52,INR,paid
ORD00243,INV00243,CUST0182,7734.26,2026-03-10 09:42:55,INR,paid
ORD00244,INV00244,CUST0188,26135.16,2026-04-15 21:21:01,INR,paid
ORD00245,INV00245,CUST0158,40429.14,2026-07-29 00:08:06,INR,paid
ORD00246,INV00246,CUST0199,24226.53,2026-06-19 03:50:54,INR,paid
ORD00247,INV00247,CUST0212,36578.21,2026-04-15 05:37:39,INR,paid
ORD00248,INV00248,CUST0083,42600.49,2026-02-03 15:45:24,INR,paid
ORD00249,INV00249,CUST0072,44093.4,2026-04-05 16:58:19,INR,paid
ORD00250,INV00250,CUST0193,23288.95,2026-08-26 00:42:13,INR,paid
ORD00251,INV00251,CUST0172,19011.57,2026-01-12 03:30:12,INR,paid
ORD00252,INV00252,CUST0127,42562.55,2026-03-12 14:52:13,INR,paid
ORD00253,INV00253,CUST0125,10684.78,2026-04-11 08:01:08,INR,paid
ORD00254,INV00254,CUST0088,14054.96,2026-08-20 12:34:02,INR,paid
ORD00255,INV00255,CUST0180,44017.36,2026-08-04 20:20:52,INR,paid
ORD00256,INV00256,CUST0003,25879.7,2026-03-16 04:46:29,INR,paid
ORD00257,INV00257,CUST0022,12143.67,2026-06-07 20:11:04,INR,paid
ORD00258,INV00258,CUST0126,27803.29,2026-04-04 07:58:53,INR,paid
ORD00259,INV00259,CUST0177,23857.05,2026-07-10 14:47:11,INR,paid
ORD00260,INV00260,CUST0115,39667.35,2026-02-06 03:19:12,INR,paid
ORD00261,INV00261,CUST0076,11157.66,2026-04-05 11:46:06,INR,paid
ORD00262,INV00262,CUST0079,33231.61,2026-05-24 07:31:11,INR,paid
ORD00263,INV00263,CUST0122,27718.3,2026-05-14 12:03:04,INR,paid
ORD00264,INV00264,CUST0109,49831.91,2026-08-02 17:59:32,INR,paid
ORD00265,INV00265,CUST0085,17655.35,2026-06-26 05:12:44,INR,paid
ORD00266,INV00266,CUST0070,15400.49,2026-03-31 12:46:13,INR,paid
ORD00267,INV00267,CUST0031,36092.09,2026-05-03 13:07:12,INR,paid
ORD00268,INV00268,CUST0031,37169.77,2026-03-13 21:43:17,INR,paid
ORD00269,INV00269,CUST0050,10897.59,2026-07-08 01:03:28,INR,paid
ORD00270,INV00270,CUST0071,36256.79,2026-07-23 17:58:12,INR,paid
ORD00271,INV00271,CUST0153,14221.64,2026-02-09 00:58:16,INR,paid
ORD00272,INV00272,CUST0214,9786.47,2026-03-30 08:17:48,INR,paid
ORD00273,INV00273,CUST0093,9054.13,2026-01-06 11:52:20,INR,paid
ORD00274,INV00274,CUST0182,26753.34,2026-04-17 12:46:00,INR,paid
ORD00275,INV00275,CUST0012,48717.32,2026-08-03 21:40:45,INR,paid
ORD00276,INV00276,CUST0075,34901.13,2026-02-19 01:00:36,INR,paid
ORD00277,INV00277,CUST0164,43436.21,2026-07-10 15:19:15,INR,paid
ORD00278,INV00278,CUST0027,43648.71,2026-08-11 22:39:58,INR,paid
ORD00279,INV00279,CUST0073,23522.91,2026-06-21 01:28:00,INR,paid
ORD00280,INV00280,CUST0088,9299.75,2026-01-20 22:51:56,INR,paid
ORD00281,INV00281,CUST0065,47059.07,2026-07-05 12:45:31,INR,paid
ORD00282,INV00282,CUST0030,41123.57,2026-06-05 14:51:50,INR,paid
ORD00283,INV00283,CUST0126,3796.7,2026-01-21 19:40:22,INR,paid
ORD00284,INV00284,CUST0039,7544.96,2026-08-07 14:02:42,INR,paid
ORD00285,INV00285,CUST0243,15261.39,2026-04-07 09:18:26,INR,paid
ORD00286,INV00286,CUST0031,27947.84,2026-06-11 15:01:22,INR,paid
ORD00287,INV00287,CUST0156,29846.73,2026-08-29 04:04:36,INR,paid
ORD00288,INV00288,CUST0058,38807.11,2026-05-28 17:22:48,INR,paid
ORD00289,INV00289,CUST0116,45434.37,2026-04-26 11:31:55,INR,paid
ORD00290,INV00290,CUST0221,29467.4,2026-06-16 12:59:01,INR,paid
ORD00291,INV00291,CUST0079,28474.61,2026-01-24 09:23:13,INR,paid
ORD00292,INV00292,CUST0157,48009.43,2026-02-08 12:55:26,INR,paid
ORD00293,INV00293,CUST0243,38160.58,2026-03-23 22:53:50,INR,paid
ORD00294,INV00294,CUST0068,33055.36,2026-03-02 23:52:41,INR,paid
ORD00295,INV00295,CUST0062,8773.3,2026-01-30 03:39:19,INR,paid
ORD00296,INV00296,CUST0041,233.52,2026-06-24 22:59:55,INR,paid
ORD00297,INV00297,CUST0177,29731.18,2026-04-24 02:44:00,INR,paid
ORD00298,INV00298,CUST0009,11650.66,2026-04-20 19:07:34,INR,paid
ORD00299,INV00299,CUST0180,42994.38,2026-01-28 15:26:36,INR,paid
ORD00300,INV00300,CUST0176,11747.85,2026-04-13 17:49:40,INR,paid
ORD00301,INV00301,CUST0202,39583.26,2026-08-18 01:14:14,INR,paid
ORD00302,INV00302,CUST0170,40214.89,2026-03-18 19:48:31,INR,paid
ORD00303,INV00303,CUST0109,5827.34,2026-03-29 07:22:33,INR,paid
ORD00304,INV00304,CUST0166,7534.57,2026-04-14 03:52:26,INR,paid
ORD00305,INV00305,CUST0212,7197.59,2026-01-24 03:52:00,INR,paid
ORD00306,INV00306,CUST0043,39652.17,2026-08-20 02:12:44,INR,paid
ORD00307,INV00307,CUST0192,41229.59,2026-04-23 02:02:44,INR,paid
ORD00308,INV00308,CUST0113,6305.25,2026-04-29 02:20:07,INR,paid
ORD00309,INV00309,CUST0180,20185.18,2026-04-16 17:31:06,INR,paid
ORD00310,INV00310,CUST0129,27045.08,2026-06-20 00:12:30,INR,paid
ORD00311,INV00311,CUST0021,29942.03,2026-06-17 18:47:56,INR,paid
ORD00312,INV00312,CUST0189,16183.85,2026-04-08 05:35:52,INR,paid
ORD00313,INV00313,CUST0007,4657.21,2026-08-12 09:14:39,INR,paid
ORD00314,INV00314,CUST0151,47544.24,2026-04-15 16:01:29,INR,paid
ORD00315,INV00315,CUST0148,2107.56,2026-03-10 00:53:45,INR,paid
ORD00316,INV00316,CUST0121,25996.3,2026-06-21 17:52:36,INR,paid
ORD00317,INV00317,CUST0235,13980.01,2026-08-16 07:40:03,INR,paid
ORD00318,INV00318,CUST0112,31775.76,2026-07-10 23:12:59,INR,paid
ORD00319,INV00319,CUST0249,4653.0,2026-05-16 03:13:55,INR,paid
ORD00320,INV00320,CUST0105,16732.09,2026-02-10 14:56:29,INR,paid
ORD00321,INV00321,CUST0220,8125.16,2026-06-09 20:48:37,INR,paid
ORD00322,INV00322,CUST0178,24823.9,2026-06-05 12:29:07,INR,paid
ORD00323,INV00323,CUST0209,38048.94,2026-01-15 06:02:31,INR,paid
ORD00324,INV00324,CUST0117,4494.18,2026-04-09 00:31:40,INR,paid
ORD00325,INV00325,CUST0083,5884.49,2026-06-06 23:11:04,INR,paid
ORD00326,INV00326,CUST0222,25778.35,2026-01-01 10:43:43,INR,paid
ORD00327,INV00327,CUST0169,43481.44,2026-06-29 09:55:53,INR,paid
ORD00328,INV00328,CUST0106,2804.78,2026-07-21 08:12:19,INR,paid
ORD00329,INV00329,CUST0093,31169.43,2026-07-13 14:17:32,INR,paid
ORD00330,INV00330,CUST0161,22157.84,2026-01-21 01:03:23,INR,paid
ORD00331,INV00331,CUST0053,13426.11,2026-02-20 21:07:54,INR,paid
ORD00332,INV00332,CUST0238,14472.65,2026-07-08 05:50:29,INR,paid
ORD00333,INV00333,CUST0032,1540.59,2026-08-25 11:05:42,INR,paid
ORD00334,INV00334,CUST0205,12040.94,2026-03-03 12:11:29,INR,paid
ORD00335,INV00335,CUST0080,27586.87,2026-08-03 11:21:22,INR,paid
ORD00336,INV00336,CUST0105,4751.14,2026-02-14 01:32:03,INR,paid
ORD00337,INV00337,CUST0119,47358.33,2026-03-01 19:06:53,INR,paid
ORD00338,INV00338,CUST0128,46639.39,2026-04-24 08:20:48,INR,paid
ORD00339,INV00339,CUST0131,35300.04,2026-06-11 08:39:02,INR,paid
ORD00340,INV00340,CUST0214,24176.73,2026-07-03 09:24:26,INR,paid
